text,label
"Patient with right-sided arm weakness with speech difficulties, urinary tract infection, dehydration, and diabetes mellitus type 2",0
"Muscle twitching, clumsiness, progressive pain syndrome, and gait disturbance.  Probable painful diabetic neuropathy.  Symptoms are predominantly sensory and severely dysfunctioning, with the patient having inability to ambulate independently as well as difficulty with grip and temperature differentiation in his upper extremities.",0
"This is a 53-year-old man, who presented to emergency room with multiple complaints including pain from his hernia, some question of blood in his stool, nausea, and vomiting, and also left lower extremity pain.",0
"He got addicted to drugs.  He decided it would be a good idea to get away from the ""bad crowd"" and come up and live with his mom.",0
A 47-year-old white female presents with concern about possible spider bite to the left side of her neck.,0
"Diagnostic mammogram, full-field digital, ultrasound of the breast and mammotome core biopsy of the left breast.",0
An example of a physical exam,0
"Specimen - Lung, left lower lobe resection.  Sarcomatoid carcinoma with areas of pleomorphic/giant cell carcinoma and spindle cell carcinoma.  The tumor closely approaches the pleural surface but does not invade the pleura.",1
A 32-year-old male with shoulder pain.,1
"Onychomycosis present, #1, #2, #3, #4, and #5 right and left.",1
A 19-year-old right-handed male injured in a motor vehicle accident.,0
She is a 28-year-old G1 at approximately 8 plus weeks presented after intractable nausea and vomiting with blood-tinged vomit starting approximately worse over the past couple of days.  This is patient's fourth trip to the emergency room and second trip for admission.,1
Patient complaining of cough and blood mixed with sputum production with a past medical history significant for asbestos exposure.,0
Transesophageal echocardiogram and direct current cardioversion.,0
Stage I and II neuromodulator.,1
"Normal review of systems template.  Negative weakness, negative fatigue, native malaise, negative chills, negative fever, negative night sweats, negative allergies.",0
"Bipolar disorder, apparently stable on medications.  Mild organic brain syndrome, presumably secondary to her chronic inhalant, paint, abuse.",0
Esophagogastroduodenoscopy with antral biopsies for H. pylori x2 with biopsy forceps.  Nausea and vomiting and upper abdominal pain.,1
Patient today with multiple issues.,0
"A 41-year-old African-American male with a history of bipolar affective disorder, was admitted for noncompliance to the outpatient treatment and increased mood lability.",1
Patient developed iron deficiency anemia and had blood in his stool.,0
Patient with a history of right upper pons and right cerebral peduncle infarction.,0
A 3-year-old abrupt onset of cough and increased work of breathing.,0
Excision of penile skin bridges about 2 cm in size.,1
"This is a 3-week-old, NSVD, Caucasian baby boy transferred from ABCD Memorial Hospital for rule out sepsis and possible congenital heart disease.",0
Universal diverticulosis and nonsurgical internal hemorrhoids. Total colonoscopy with photos.  The patient is a 62-year-old white male who presents to the office with a history of colon polyps and need for recheck.,1
1-year well child check.,0
CT of chest with contrast.  Abnormal chest x-ray demonstrating a region of consolidation versus mass in the right upper lobe.,0
Hypospadias repair (TIT and tissue flap relocation) and Nesbit tuck chordee release.,1
Patient did undergo surgical intervention as related to the right knee and it was noted that the reconstruction had failed.   A screw had come loose.,1
"Repair of entropion, left upper lid, with excision of anterior lamella and cryotherapy.  Repairs of blepharon, entropion, right lower lid with mucous membrane graft.",1
Patient with swelling of lips and dysphagia and Arthritis.,0
"Percutaneous liver biopsy.   With the patient lying in the supine position and the right hand underneath the head, an area of maximal dullness was identified in the mid-axillary location by percussion.",1
Followup after a full-night sleep study performed to evaluate her for daytime fatigue and insomnia.  This patient presents with history of sleep disruption and daytime sleepiness with fatigue.  Her symptoms are multifactorial.,1
Congestive heart failure (CHF) with left pleural effusion.  Anemia of chronic disease.,0
Circumcision.  Normal male phallus.   The infant is without evidence of hypospadias or chordee prior to the procedure.,1
Elevated cholesterol and is on medication to lower it.,0
A 68-year-old white male with recently diagnosed adenocarcinoma by sputum cytology.  An abnormal chest radiograph shows right middle lobe infiltrate and collapse.  Patient needs staging CT of chest with contrast.,0
"C5-C6 anterior cervical discectomy, allograft fusion, and anterior plating.",1
Nephrology Consultation - Patient with renal failure.,0
"Complex regional pain syndrome, right upper extremity.  Stellate ganglion block.",1
Right hemothorax.  Insertion of a #32 French chest tube on the right hemithorax.  This is a 54-year-old female with a newly diagnosed carcinoma of the cervix.  The patient is to have an Infuse-A-Port insertion.,1
"Patient seen initially with epigastric and right upper quadrant abdominal pain, nausea, dizziness, and bloating.",1
Dietary consultation for gestational diabetes.,0
Patient with a three-day history of emesis and a four-day history of diarrhea,0
"Desire for sterility.  Vasectomy.  The vas was identified, skin was incised, and no scalpel instruments were used to dissect out the vas.",1
"A woman referred for colonoscopy secondary to heme-positive stools.  Procedure done to rule out generalized diverticular change, colitis, and neoplasia.",1
"Chronic glossitis, xerostomia, probable environmental inhalant allergies, probable food allergies, and history of asthma.",0
A patient with preoperative diagnosis of right pleural mass and postoperative diagnosis of mesothelioma.,0
MRI report Cervical Spine (Chiropractic Specific),0
Venogram of the left arm and creation of left brachiocephalic arteriovenous fistula.,1
Sample male exam and review of systems.,0
Cholecystitis with choledocholithiasis.   Laparoscopic cholecystectomy with laparoscopy converted to open common bile duct exploration and stone extraction.,0
Patient is a three years old male who about 45 minutes prior admission to the emergency room ingested about two to three tablets of Celesta 40 mg per tablets.,0
Acromioclavicular joint injection,1
"Sample normal ear, nose, mouth, and throat exam.",0
"The patient is a 93-year-old Caucasian female with a past medical history of chronic right hip pain, osteoporosis, hypertension, depression, and chronic atrial fibrillation admitted for evaluation and management of severe nausea and vomiting and urinary tract infection.",0
"CT abdomen and pelvis without contrast, stone protocol, reconstruction.",1
"For evaluation of left-sided chest pain, 5 days post abdominal surgery.",0
A 34-year old female with no fetal heart motion noted on office scan.,1
"Psychiatric evaluation for ADHD, combined type.",1
A critically ill 67-year-old with multiple medical problems probably still showing signs of volume depletion with hypotension and atrial flutter with difficult to control rate.,0
"The patient is a very pleasant 72-year-old female with previous history of hypertension and also recent diagnosis of C. diff,  presents to the hospital with abdominal pain, cramping, and persistent diarrhea.",1
Patient with a history of a Nissen fundoplication performed six years ago for gastric reflux.,0
"Rigid bronchoscopy with dilation, excision of granulation tissue tumor, application of mitomycin-C, endobronchial ultrasound.",1
Fall/loss of consciousness.,1
Laparoscopic hand-assisted left adrenalectomy and umbilical hernia repair.  Patient with a 5.5-cm diameter nonfunctioning mass in his right adrenal.,1
"Back pain and right leg pain.  Small cell lung cancer with metastasis at the lower lumbar spine, pelvis, and both femurs",0
Psychiatric Consultation of patient with recurring depression.,0
Non-healing surgical wound to the left posterior thigh. Several multiple areas of hypergranulation tissue on the left posterior leg associated with a sense of trauma to his right posterior leg.,0
"Ivor-Lewis esophagogastrectomy, feeding jejunostomy, placement of two right-sided 28 French chest tubes, and right thoracotomy.",1
"Application of PMT large halo crown and vest.  Cervical spondylosis, status post complex anterior cervical discectomy, corpectomy, decompression and fusion.",1
"CT-guided needle placement, CT-guided biopsy of right renal mass, and embolization of biopsy tract with gelfoam.",0
2-D Echocardiogram,0
Laparoscopic cholecystectomy.,1
"Patient running to catch a taxi and stumbled, fell and struck his face on the sidewalk.",0
Diagnostic cerebral angiogram and transcatheter infusion of papaverine,0
Cardiac evaluation and treatment in a patient who came in the hospital with abdominal pain.,0
"Release of ventral chordee, circumcision, and repair of partial duplication of urethral meatus.",1
Mother states he has been wheezing and coughing.,1
"Ivor-Lewis esophagogastrectomy, feeding jejunostomy, placement of two right-sided 28 French chest tubes, and right thoracotomy.",1
Patient in ER complaining of shortness of breath (COPD),1
"Skin biopsy, scalp mole.  Darkened mole status post punch biopsy, scalp lesion.  Rule out malignant melanoma with pulmonary metastasis.",1
"Nasal septoplasty, bilateral submucous resection of the inferior turbinates, and tonsillectomy and resection of soft palate.  Nasal septal deviation with bilateral inferior turbinate hypertrophy.  Tonsillitis with hypertrophy.  Edema to the uvula and soft palate.",1
Fall with questionable associated loss of consciousness.  Left parietal epidural hematoma.,1
Right and Left carotid ultrasound,0
Patient with a 1-year history of progressive anterograde amnesia,0
"Respiratory distress syndrome, intrauterine growth restriction, thrombocytopenia, hypoglycemia, retinal immaturity.  The baby is an ex-32 weeks small for gestational age infant with birth weight 1102.",0
An example/template for meatoplasty.,1
Evaluation for chronic pain program,1
Followup 4 months status post percutaneous screw fixation of a right Schatzker IV tibial plateau fracture and second through fifth metatarsal head fractures treated nonoperatively.,1
"Bilateral L5 dorsal ramus block and bilateral S1, S2, and S3 lateral branch block for sacroiliac joint pain.  Fluoroscopic pillar view was used to identify the bony landmarks of the sacrum and sacroiliac joint and the planned needle approach.  The skin, subcutaneous tissue, and muscle within the planned approach were anesthetized with 1% Lidocaine.",1
"Mesothelioma, pleural effusion, atrial fibrillation, anemia, ascites, esophageal reflux, and history of deep venous thrombosis.",0
"Myocardial perfusion imaging - patient with history of MI, stents placement, and chest pain.",0
CT Brain - arachnoid cyst Arachnoid cyst diagnosed by CT brain.,1
"9-month-old male product of a twin gestation complicated by some very mild prematurity having problems with wheezing, cough and shortness of breath over the last several months.",0
CT cervical spine for trauma.  CT examination of the cervical spine was performed without contrast.  Coronal and sagittal reformats were obtained for better anatomical localization.,1
"Sinus bradycardia, sick-sinus syndrome, poor threshold on the ventricular lead and chronic lead.  Right ventricular pacemaker lead placement and lead revision.",1
"Left and right coronary system cineangiography, cineangiography of SVG to OM and LIMA to LAD.  Left ventriculogram and aortogram.  Percutaneous intervention of the left circumflex and obtuse marginal branch with plano balloon angioplasty unable to pass stent.",1
The patient is a 55-year-old gentleman who presents for further evaluation of right leg weakness.,0
Markedly elevated PT INR despite stopping Coumadin and administering vitamin K. Patient with a history of iron-deficiency anemia due to chronic blood loss from colitis.,0
"Outpatient rehabilitation physical therapy progress note.  A 52-year-old male referred to physical therapy secondary to chronic back pain, weakness, and debilitation secondary to chronic pain.",0
Dietary consultation for a woman with polycystic ovarian syndrome and hyperlipidemia.,0
Hospice care for a 55-year-old woman with carcinoma of the cervix metastatic to retroperitoneum and lungs.,1
Hardware removal in the left elbow.,1
"Pulmonary disorder with lung mass, pleural effusion, and chronic uncontrolled atrial fibrillation secondary to pulmonary disorder. The patient is admitted for lung mass and also pleural effusion.  The patient had a chest tube placement, which has been taken out.  The patient has chronic atrial fibrillation, on anticoagulation.",1
Persistent dysphagia.  Deviated nasal septum.  Inferior turbinate hypertrophy.  Chronic rhinitis. Conductive hearing loss.  Tympanosclerosis.,1
Patient with fever of unknown origin.,0
The patient is a 58-year-old African-American right-handed female with 16 years of education who was referred for a neuropsychological evaluation by Dr. X.  A comprehensive evaluation was requested to assess current cognitive functioning and assist with diagnostic decisions and treatment planning.,0
"Foreign body of the left fifth fingernail (wooden splinter).  He attempted to remove it with tweezers at home, but was unsuccessful.  He is requesting we attempt to remove this for him.",0
A lady was admitted to the hospital with chest pain and respiratory insufficiency.  She has chronic lung disease with bronchospastic angina.,0
"Bunion, left foot.  Bunionectomy with first metatarsal osteotomy base wedge type with internal screw fixation and Akin osteotomy with internal wire fixation of left foot.",1
"Bilateral myringotomies with Armstrong grommet tubes, Adenoidectomy, and Tonsillectomy.",1
"Patient with hip pain, osteoarthritis, lumbar spondylosis, chronic sacroiliitis, etc.",0
Stress test - Adenosine Myoview.  Ischemic cardiomyopathy.  Inferoseptal and apical transmural scar.,0
"Morbid obesity.  Laparoscopic Roux-en-Y gastric bypass, antecolic, antegastric with 25-mm EEA anastamosis, esophagogastroduodenoscopy.",1
"New patient visit for right hand pain.  Punched the wall 3 days prior to presentation, complained of ulnar-sided right hand pain, and was seen in the emergency room.",0
"Dilation and curettage (D&C), laparoscopy, right salpingectomy, lysis of adhesions, and evacuation of hemoperitoneum.  Pelvic pain, ectopic pregnancy, and hemoperitoneum.",1
Epigastric herniorrhaphy.  Epigastric hernia.,1
"Tonsillectomy, uvulopalatopharyngoplasty, and septoplasty for obstructive sleep apnea syndrome with hypertrophy of tonsils and of uvula and soft palate with deviation of nasal septum",1
"Left heart catheterization, selective bilateral coronary angiography and left ventriculography.  Revascularization of the left anterior descending with angioplasty and implantation of a drug-eluting stent.  Right heart catheterization and Swan-Ganz catheter placement for monitoring.",1
Dysphagia and hematemesis while vomiting.  Diffuse esophageal dilatation/hematemesis,1
Myocardial perfusion imaging - patient had previous abnormal stress test.  Stress test with imaging for further classification of CAD and ischemia.,0
"Acute foot or ankle sprain, possible small fracture.",1
Coccygeal injection,1
Open reduction and internal fixation (ORIF) of right Schatzker III tibial plateau fracture with partial medial meniscectomy.,0
"Human immunodeficiency virus disease with stable control on Atripla.  Resolving left gluteal abscess, completing Flagyl.  Diabetes mellitus, currently on oral therapy.  Hypertension, depression, and chronic musculoskeletal pain of unclear etiology.",0
"Female with intermittent rectal bleeding, not associated with any weight loss.  The patient is chronically constipated.",1
Progressive loss of color vision OD.,0
"Exploratory laparotomy, lysis of adhesions, and right hemicolectomy.  Right colon cancer, ascites, and adhesions.",1
MRI left shoulder.,0
The patient was referred for an outpatient speech and language pathology consult to increase speech and swallowing abilities.  The patient is currently NPO with G-tube to meet all of his hydration and nutritional needs.  A trial of Passy-Muir valve was completed to allow the patient to achieve hands-free voicing.,1
"Patellar tendon and medial and lateral retinaculum repair, right knee.   Patellar tendon retinaculum ruptures, right knee.",1
"Syncope, end-stage renal disease requiring hemodialysis, congestive heart failure, and hypertension.",0
Repair of ruptured globe involving posterior sclera - Sample/Template.,1
A 94-year-old female from the nursing home with several days of lethargy and anorexia.  She was found to have evidence of UTI and also has renal insufficiency and digitalis toxicity.,0
An example/template for a routine normal male physical exam.,0
"The patient has a previous history of aortic valve disease, status post aortic valve replacement, a previous history of paroxysmal atrial fibrillation, congestive heart failure, a previous history of transient ischemic attack with no residual neurologic deficits.",0
Normal newborn infant physical exam.  A well-developed infant in no acute respiratory distress.,0
"Head injury, anxiety, and hypertensive emergency.",1
CT of the abdomen and pelvis without contrast.,0
An example of a physical exam,0
"Ultrasound left lower extremity, duplex venous, due to swelling and to rule out DVT.  Duplex and color Doppler interrogation of the left lower extremity deep venous system was performed.",0
"Acne from continually washing area, frequent phone use so the receiver rubs on face and oral contraceptive use - Acne Vulgaris",0
"MRI L-spine - History of progressive lower extremity weakness, right frontal glioblastoma with lumbar subarachnoid seeding.",0
OB Ultrasound - A 29-year-old female requests for size and date of pregnancy.,0
"Chest pain, hypertension.  Stress test negative for dobutamine-induced myocardial ischemia.  Normal left ventricular size, regional wall motion, and ejection fraction.",0
"Hysteroscopy, dilatation and curettage (D&C), and myomectomy.  Severe menometrorrhagia unresponsive to medical therapy, severe anemia, and fibroid uterus.",0
The patient needs refills on her Xanax,0
"Patient admitted with abdominal pain, nausea and vomiting.",0
"Lumbar muscle strain and chronic back pain.  Patient has a history of chronic back pain, dating back to an accident that he states he suffered two years ago.",0
Anterior cervical discectomy fusion C3-C4 and C4-C5 using operating microscope and the ABC titanium plates fixation with bone black bone procedure.  Cervical spondylotic myelopathy with cord compression and cervical spondylosis.,1
Patient with a history of ischemic cardiac disease and hypercholesterolemia.,1
Death summary of patient with advanced non-small cell lung carcinoma with left malignant pleural effusion status post chest tube insertion status post chemical pleurodesis.,0
Bilateral inguinal hernia.  Bilateral direct inguinal hernia repair utilizing PHS system and placement of On-Q pain pump.,1
"Microscopic lumbar discectomy, left L5-S1.   Extruded herniated disc, left L5-S1.  Left S1 radiculopathy (acute). Morbid obesity.",1
The patient is a 22-year-old woman with a possible ruptured ectopic pregnancy.,1
Dietary consultation for weight reduction secondary to diabetes.,0
A 60-year-old female presents today for care of painful calluses and benign lesions.,1
Underwent tonsillectomy and adenoidectomy two weeks ago.,0
"Left axillary dissection with incision and drainage of left axillary mass.  Right axillary mass excision and incision and drainage.   Bilateral axillary masses, rule out recurrent Hodgkin's disease.",1
Carotid artery angiograms.,0
"To evaluate exercise-induced chest pain, palpitations, dizzy spells, shortness of breath, and abnormal EKG.",0
A 69-year-old male with pain in the shoulder. Evaluate for rotator cuff tear.,0
"Hairline biplanar temporal browlift, quadrilateral blepharoplasty, canthopexy, cervical facial rhytidectomy with purse-string SMAS elevation with submental lipectomy.",1
Open reduction and internal fixation of left tibia.,1
Common description of colonoscopy,1
Endoscopic proximal shunt revision.,1
Sepsis.  The patient was found to have a CT scan with dilated bladder with thick wall suggesting an outlet obstruction as well as bilateral hydronephrosis and hydroureter.,0
Followup for polycythemia vera with secondary myelofibrosis.  JAK-2 positive myeloproliferative disorder.   He is not a candidate for chlorambucil or radioactive phosphorus because of his young age and the concern for secondary malignancy.,0
Sample cardiology office visit note.,0
"MRI Brain: Ventriculomegaly of the lateral, 3rd and 4th ventricles secondary to obstruction of the foramen of Magendie secondary to Cryptococcus (unencapsulated) in a non-immune suppressed, HIV negative, individual.",0
CT Brain: Midbrain hemangioma,0
"A 12-year-old  fell off his bicycle, not wearing a helmet, a few hours ago.  There was loss of consciousness.  The patient complains of neck pain.",1
"Patient was confused, had garbled speech, significantly worse from her baseline, and had decreased level of consciousness.",0
CCTA with Cardiac Function/Calcium Scoring,0
Insertion of transvenous pacemaker for tachybrady syndrome,1
"Left thoracotomy with total pulmonary decortication and parietal pleurectomy.  Empyema of the chest, left.",1
"Right shoulder arthroscopy, subacromial decompression, distal clavicle excision, bursectomy, and coracoacromial ligament resection, carpal tunnel release, left knee arthroscopy, and partial medial and lateral meniscectomy.",1
A female for a complete physical and follow up on asthma with allergic rhinitis.,1
Right pontine pyramidal tract infarct.,0
Patient continuing on Dilantin 300 mg daily and has been seizure episode free for the past 2 1/2 years.,0
"Sample normal ear, nose, mouth, and throat exam.",0
"Patient with metastatic non-small-cell lung cancer, on hospice with inferior ST-elevation MI.  The patient from prior strokes has expressive aphasia, is not able to express herself in a clear meaningful fashion.",1
Standard celiac plexus block procedure note.,1
"Exploratory laparotomy.  Extensive lysis of adhesions.  Right salpingo-oophorectomy.   Pelvic mass, suspected right ovarian cyst.",1
"Rotated cuff tear, right shoulder.  Glenoid labrum tear.  Arthroscopy with arthroscopic glenoid labrum debridement, subacromial decompression, and rotator cuff repair, right shoulder.",1
"Carpal tunnel syndrome and de Quervain's stenosing tenosynovitis.  Carpal tunnel release and de Quervain's release.  A longitudinal incision was made in line with the 4th ray, from Kaplan's cardinal line proximally to 1 cm distal to the volar wrist crease.  The dissection was carried down to the superficial aponeurosis.",1
Comprehensive electrophysiology studies with attempted arrhythmia induction and IV Procainamide infusion for Brugada syndrome.,0
"Low back pain, lumbar degenerative disc disease, lumbar spondylosis, facet and sacroiliac joint syndrome, lumbar spinal stenosis primarily bilateral recess, intermittent lower extremity radiculopathy, DJD of both knees, bilateral pes anserinus bursitis, and chronic pain syndrome.",0
Carotid Ultrasonic & Color Flow Imaging,0
"Nonischemic cardiomyopathy, branch vessel coronary artery disease, congestive heart failure - NYHA Class III, history of nonsustained ventricular tachycardia, hypertension, and hepatitis C.",1
"Prostate gland showing moderately differentiated infiltrating adenocarcinoma - Excised prostate including capsule, pelvic lymph nodes, seminal vesicles, and small portion of bladder neck.",0
Total vaginal hysterectomy.  Microinvasive carcinoma of the cervix.,0
Complex Regional Pain Syndrome Type I.  Stellate ganglion RFTC (radiofrequency thermocoagulation)  left side and interpretation of Radiograph.,1
Radiofrequency thermocoagulation of bilateral lumbar sympathetic chain.,0
The patient is a 65-year-old female who underwent left upper lobectomy for stage IA non-small cell lung cancer.  She returns for a routine surveillance visit.  The patient has no evidence of disease now status post left upper lobectomy for stage IA non-small cell lung cancer 13 months ago.,1
External cephalic version.  A 39-week intrauterine pregnancy with complete breech presentation.,1
"Laparoscopic cholecystectomy.  Acute cholecystitis, status post laparoscopic cholecystectomy, end-stage renal disease on hemodialysis, hyperlipidemia, hypertension, congestive heart failure, skin lymphoma 5 years ago, and hypothyroidism.",0
Muscle tension cephalgia.  Right trapezius and rhomboid muscle spasm.,0
An example/template for a routine normal male physical exam.,0
"Human immunodeficiency virus, stable on Trizivir.  Hepatitis C with stable transaminases.  History of depression, stable off meds.   Hypertension, moderately controlled on meds.",0
4-day-old with hyperbilirubinemia and heart murmur.,1
"General Medicine SOAP note.  Patient with shoulder bursitis, pharyngitis, attention deficit disorder,",0
Upper endoscopy with removal of food impaction.,1
"Carpal tunnel release.  Nerve conduction study tests diagnostic of carpal tunnel syndrome.  The patient failed to improve satisfactorily on conservative care, including anti-inflammatory medications and night splints.",1
"The patient is with multiple neurologic and nonneurologic symptoms including numbness, gait instability, decreased dexterity of his arms and general fatigue.  His neurological examination is notable for sensory loss in a length-dependent fashion in his feet and legs with scant fasciculations in his calves.",0
"Left carpal tunnel release with flexor tenosynovectomy; cortisone injection of trigger fingers, left third and fourth fingers; injection of Dupuytren's nodule, left palm.",1
"Direct inguinal hernia.  Rutkow direct inguinal herniorrhaphy.  A standard inguinal incision was made, and dissection was carried down to the external oblique aponeurosis using a combination of Metzenbaum scissors and Bovie electrocautery.",1
"Left carotid endarterectomy with endovascular patch angioplasty.  Critical left carotid stenosis.  The external carotid artery was occluded at its origin.  When the endarterectomy was performed, the external carotid artery back-bled nicely.  The internal carotid artery had good backflow bleeding noted.",1
Headache and diplopia.,1
"Repeat low-transverse C-section, lysis of omental adhesions, lysis of uterine adhesions with repair of uterine defect, and bilateral tubal ligation.",1
The patient is an 84-year-old man who returns for revaluation of possible idiopathic normal pressure hydrocephalus.,0
"Transesophageal echocardiogram. MRSA bacteremia, rule out endocarditis.  The patient has aortic stenosis.",0
"The patient is a 57-year-old female with invasive ductal carcinoma of the left breast, T1c, Nx, M0 left breast carcinoma.",1
Open reduction and internal fixation of left tibia.,1
"Left Cardiac Catheterization, Left Ventriculography, Coronary Angiography and Stent Placement.",1
Sepsis due to urinary tract infection.,0
"Vitrectomy. A limited conjunctival peritomy was created with Westcott scissors to expose the supranasal and, separately, the supratemporal and inferotemporal quadrants.",1
"Male with a history of therapy-controlled hypertension, borderline diabetes, and obesity.  Risk factors for coronary heart disease.",0
An 80-year-old female with recent complications of sepsis and respiratory failure who is now receiving tube feeds.,0
"This is a 46-year-old gentleman with end-stage renal disease (ESRD) secondary to diabetes and hypertension, who had been on hemodialysis and is also status post cadaveric kidney transplant with chronic rejection.",0
"Atrial fibrillation with rapid ventricular response, Wolff-Parkinson White Syndrome, recent aortic valve replacement with bioprosthetic Medtronic valve, and hyperlipidemia.",0
Degenerative disk disease at L4-L5 and L5-S1.  Anterior exposure diskectomy and fusion at L4-L5 and L5-S1.,1
Disseminated intravascular coagulation and Streptococcal pneumonia with sepsis.  Patient presented with symptoms of pneumonia and developed rapid sepsis and respiratory failure requiring intubation.,0
"Brachytherapy, iodine-125 seed implantation, and cystoscopy.",1
"The patient is an 11-month-old with a diagnosis of stage 2 neuroblastoma of the right adrenal gland with favorable Shimada histology and history of stage 2 left adrenal neuroblastoma, status post gross total resection.",1
Prostate Brachytherapy - Prostate I-125 Implantation,0
Patient with a past medical history of a left L5-S1 lumbar microdiskectomy with complete resolution of left leg symptoms.,0
Right shoulder hemiarthroplasty.   Right shoulder rotator cuff tear.  Glenohumeral rotator cuff arthroscopy.  Degenerative joint disease.,1
"A 49-year-old man with respiratory distress, history of coronary artery disease with prior myocardial infarctions, and recently admitted with pneumonia and respiratory failure.",0
"Capsulotomy left breast and flat advancement V to Y, left breast, for correction of lower pole defect (breast assymetry) status post previous breast surgery.",0
Gastrointestinal Bleed.  An 81-year-old presented to the emergency room after having multiple black tarry stools and a weak spell.  She woke yesterday morning had a very dark and smelly bowel movement.,0
"Head injury, anxiety, and hypertensive emergency.",1
The patient has been suffering from intractable back and leg pain.,0
Occupational medicine consult with questions-answers and records review.,0
Open reduction and internal fixation of right distal radius fracture - intraarticular four piece fracture and right carpal tunnel release.,1
Patient status post vehicular trauma.  Low Back syndrome and Cervicalgia.,0
"Posttransplant lymphoproliferative disorder, chronic renal insufficiency, squamous cell carcinoma of the skin, anemia secondary to chronic renal insufficiency and chemotherapy, and hypertension.  The patient is here for followup visit and chemotherapy.",0
"Austin bunionectomy with internal screw fixation, first metatarsal, left foot.",1
Cerebral Angiogram and MRA for bilateral ophthalmic artery aneurysms.,0
Diagnostic Mammogram and ultrasound of the breast.,0
"Coronary artery disease, prior bypass surgery.  The patient has history of elevated PSA and BPH.  He had a prior prostate biopsy and he recently had some procedure done, subsequently developed urinary tract infection, and presently on antibiotic.  From cardiac standpoint, the patient denies any significant symptom except for fatigue and tiredness.",0
The patient presents for evaluation at the request of his primary physician for treatment for dystrophic nails.,1
"Suspension microlaryngoscopy, rigid bronchoscopy, dilation of tracheal stenosis.",1
Patient with a family history of premature coronary artery disease came in for evaluation of recurrent chest pain,1
"Delivered pregnancy, cholestasis of pregnancy, fetal intolerance to labor, failure to progress.  Primary low transverse cesarean section.",0
This 34-year-old gentleman awoke this morning noting some itchiness to his back and then within very a short period of time realized that he had an itchy rash all over his torso and arms.,0
"Evacuation of epidural hematoma and insertion of epidural drain.   Epidural hematoma, cervical spine.  Status post cervical laminectomy, C3 through C7 postop day #10.  Central cord syndrome and acute quadriplegia.",1
"Colonoscopy due to rectal bleeding, constipation, abnormal CT scan, rule out inflammatory bowel disease.",1
Patient with worsening shortness of breath and cough.,0
"Functional endoscopic sinus surgery, bilateral maxillary antrostomy, bilateral total ethmoidectomy, bilateral nasal polypectomy, and right middle turbinate reduction.",1
"Cardiomyopathy and hypotension.  A lady with dementia, coronary artery disease, prior bypass, reduced LV function, and recurrent admissions for diarrhea and hypotension several times.",0
Bleeding after transanal excision five days ago.  Exam under anesthesia with control of bleeding via cautery.  The patient is a 42-year-old gentleman who is five days out from transanal excision of a benign anterior base lesion.  He presents today with diarrhea and bleeding.,1
Bilateral renal ultrasound.,0
"Left orchiectomy, scrotal exploration, right orchidopexy.",1
Prostate adenocarcinoma and erectile dysfunction - Pathology report.,1
"Upper endoscopy, patient with dysphagia.",1
An example/template for a routine normal female physical exam.,0
"Sample normal ear, nose, mouth, and throat exam.",1
Left heart catheterization and bilateral selective coronary angiography. Left ventriculogram was not performed.,1
"Left calcaneal lengthening osteotomy with allograft, partial plantar fasciotomy, posterior subtalar and tibiotalar capsulotomy, and short leg cast placed.",1
"Rhabdomyolysis, acute on chronic renal failure, anemia, leukocytosis, elevated liver enzyme, hypertension, elevated cardiac enzyme, obesity.",0
"Complete laminectomy, L4. and facetectomy, L3-L4 level.  A dural repair, right sided, on the lateral sheath, subarticular recess at the L4 pedicle level.  Posterior spinal instrumentation, L4 to S1, using Synthes Pangea System.  Posterior spinal fusion, L4 to S1.  Insertion of morselized autograft, L4 to S1.",1
"Hyperglycemia, cholelithiasis, obstructive sleep apnea, diabetes mellitus, hypertension, and cholecystitis.",0
"Lower quadrant pain with nausea, vomiting, and diarrhea.  CT abdomen without contrast and CT pelvis without contrast.  Noncontrast axial CT images of the abdomen and pelvis are obtained.",1
Abdominal pain.  CT examination of the abdomen and pelvis with intravenous contrast.,1
Discharge summary of a patient with mood swings and oppositional and defiant behavior.,0
A 62-year-old white female with multiple chronic problems including hypertension and a lipometabolism disorder.,0
General Medicine SOAP note.,0
Vitrectomy under local anesthesia.,1
"Dilation and curettage (D&C), laparoscopy, enterolysis, lysis of the pelvic adhesions, and left salpingo-oophorectomy.  Complex left ovarian cyst, bilateral complex adnexae, bilateral hydrosalpinx, chronic pelvic inflammatory disease, and massive pelvic adhesions.",1
"Right knee injury suggestive of a recurrent anterior cruciate ligament tear, possible internal derangement.  While playing tennis she had a non-contact injury in which she injured the right knee.  She had immediate pain and swelling.",0
Normal child physical exam template.,0
Recurrent urinary tract infection in a patient recently noted for another Escherichia coli urinary tract infection.,0
Diffuse Large B-cell Lymphoma,0
"Examination under anesthesia, diagnostic laparoscopy, right orchiectomy, and left testis fixation.",1
"History of polyps.  Total colonoscopy and photography.  Normal colonoscopy, left colonic diverticular disease.  3+ benign prostatic hypertrophy.",1
"Nonhealing right ankle stasis ulcer.  A 52-year-old native American-Indian man with hypertension, chronic intermittent bipedal edema, and recurrent leg venous ulcers was admitted for scheduled vascular surgery.",0
Acute acalculous cholecystitis.  Open cholecystectomy.  The patient's gallbladder had some patchy and necrosis areas.  There were particular changes on the serosal surface as well as on the mucosal surface with multiple clots within the gallbladder.,1
CT Brain: Subarachnoid hemorrhage.,0
